category,subcategory,item_group,item_name,unit,description,tags,source
MEP - Electrical,Conduits & Trunking,GI Conduit,GI Conduit - 50mm,meter,,electrical;conduit,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Trunking,Trunking - 50x50,meter,,electrical;trunking,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Trunking,Trunking - 100x50,meter,,electrical;trunking,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Trunking,Trunking - 100x100,meter,,electrical;trunking,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Trunking,Trunking - 150x50,meter,,electrical;trunking,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Trunking,Trunking - 200x100,meter,,electrical;trunking,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Cable Tray,Cable Tray - 100mm,meter,,electrical;tray,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Cable Tray,Cable Tray - 150mm,meter,,electrical;tray,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Cable Tray,Cable Tray - 200mm,meter,,electrical;tray,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Cable Tray,Cable Tray - 300mm,meter,,electrical;tray,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Cable Tray,Cable Tray - 450mm,meter,,electrical;tray,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Conduits & Trunking,Cable Tray,Cable Tray - 600mm,meter,,electrical;tray,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 6A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 10A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 16A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 20A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 25A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 32A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 40A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCB,MCB - 63A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCCB,MCCB - 100A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCCB,MCCB - 160A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCCB,MCCB - 250A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCCB,MCCB - 400A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,MCCB,MCCB - 630A,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,Distribution Board,Distribution Board - 4-way,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,Distribution Board,Distribution Board - 8-way,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,Distribution Board,Distribution Board - 12-way,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,Distribution Board,Distribution Board - 18-way,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Switchgear & Distribution,Distribution Board,Distribution Board - 24-way,each,,electrical;switchgear,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Lighting,LED Panel,LED Panel - 600x600 36W,each,,electrical;lighting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Lighting,LED Panel,LED Panel - 1200x300 36W,each,,electrical;lighting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Lighting,Downlight,Downlight - 10W,each,,electrical;lighting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Lighting,Downlight,Downlight - 15W,each,,electrical;lighting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Lighting,Downlight,Downlight - 20W,each,,electrical;lighting,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Earth Rod,Earth Rod - 16mm x 1.2m,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Earth Rod,Earth Rod - 16mm x 2.4m,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Earth Tape,Earth Tape - 25x3mm,meter,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Earth Tape,Earth Tape - 50x6mm,meter,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 16sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 25sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 35sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 50sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 70sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 95sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 120sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 150sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 185sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Electrical,Earthing & Bonding,Cable Lugs,Cable Lugs - 240sqmm,each,,electrical;earthing,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Ductwork & Insulation,GI Duct,GI Duct - 200x200,square_meter,,hvac;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Ductwork & Insulation,GI Duct,GI Duct - 300x200,square_meter,,hvac;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Ductwork & Insulation,GI Duct,GI Duct - 400x200,square_meter,,hvac;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Ductwork & Insulation,GI Duct,GI Duct - 600x300,square_meter,,hvac;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Ductwork & Insulation,GI Duct,GI Duct - 800x400,square_meter,,hvac;duct,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Ductwork & Insulation,Duct Insulation,Duct Insulation - 25mm glasswool,square_meter,,hvac;insulation,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Ductwork & Insulation,Duct Insulation,Duct Insulation - 50mm glasswool,square_meter,,hvac;insulation,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 25mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 32mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 40mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 50mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 65mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 80mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 100mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 150mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Pipe (Black Steel),Chilled Water Pipe (Black Steel) - 200mm,meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 25mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 32mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 40mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 50mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 65mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 80mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 100mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 150mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Chilled Water System,Chilled Water Valve,Chilled Water Valve - 200mm,each,,hvac;valve,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Fan Coil Unit,Fan Coil Unit - 500 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Fan Coil Unit,Fan Coil Unit - 750 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Fan Coil Unit,Fan Coil Unit - 1000 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Fan Coil Unit,Fan Coil Unit - 1500 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Fan Coil Unit,Fan Coil Unit - 2000 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Air Handling Unit,Air Handling Unit - 2000 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Air Handling Unit,Air Handling Unit - 3000 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Air Handling Unit,Air Handling Unit - 5000 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Air Handling Unit,Air Handling Unit - 10000 CFM,each,,hvac;equipment,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Copper Pipe (Refrigerant),"Copper Pipe (Refrigerant) - 1/4""",meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Copper Pipe (Refrigerant),"Copper Pipe (Refrigerant) - 3/8""",meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Copper Pipe (Refrigerant),"Copper Pipe (Refrigerant) - 1/2""",meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Copper Pipe (Refrigerant),"Copper Pipe (Refrigerant) - 5/8""",meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Copper Pipe (Refrigerant),"Copper Pipe (Refrigerant) - 3/4""",meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Mechanical (HVAC),Air-Conditioning Equipment,Copper Pipe (Refrigerant),"Copper Pipe (Refrigerant) - 1""",meter,,hvac;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Pipe,uPVC Pipe - 50mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Pipe,uPVC Pipe - 75mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Pipe,uPVC Pipe - 100mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Pipe,uPVC Pipe - 150mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,uPVC Pipe,uPVC Pipe - 200mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 25mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 32mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 40mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 50mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 75mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 110mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 160mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,HDPE Pipe,HDPE Pipe - 200mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,PPR Pipe,PPR Pipe - 20mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,PPR Pipe,PPR Pipe - 25mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,PPR Pipe,PPR Pipe - 32mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,PPR Pipe,PPR Pipe - 40mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,PPR Pipe,PPR Pipe - 50mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,PPR Pipe,PPR Pipe - 63mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
MEP - Plumbing & Sanitary,Pipes & Fittings,PPR Pipe,PPR Pipe - 75mm,meter,,plumbing;pipe,"Derived from common Singapore practice (BCA CDE Data Standard, iNPQS references) and international classification standards (ISO 6707, Uniclass 2015, OmniClass, MasterFormat)."
